ID,ingresos,edad,provincia_codigo,bancarizado,BCRA_Peor_Situacion,Cantidad_consultas_7_dias,Compromisos_Mensual,Endeudamiento_Externo,Nivel_Socioeconomico,Deuda_normal,Deuda_30,Deuda_90,deuda_120,deuda_180,canti_moras,autonomo,Es_jubilado,relacion_dependencia,dias_atraso,Cuota,cant_cuotas,Monto_Otorgado,PRODUCTO,PROVINCIA,moroso
879,55000.00,40,S,0,0,0,0.00,0.00,-1,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,13735.26,14,84000.00,DS_REFINANCIACION,SANTA FE,0
880,24000.00,77,B,0,0,0,0.00,0.00,-1,0.00,0.00,0.00,0.00,0.00,0,0,0,0,74,4425.28,12,25480.00,DS_REFINANCIACION,BUENOS AIRES,0
881,33000.00,58,T,0,0,0,0.00,0.00,-1,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,3647.21,12,21000.00,DS_REFINANCIACION,TUCUMAN,0
882,73776.00,56,B,1,1,2,28738.00,299279.00,6,299279.00,0.00,0.00,0.00,0.00,0,F,F,DIRECCION GENERAL DE CULTURA Y EDUCACIONDE LA PROVINCIA DE B,0,4962.20,15,30000.00,DS_SUCURSAL_ORO,BUENOS AIRES,0
883,52700.00,42,B,1,2,1,16673.00,403484.00,4,371484.00,32000.00,0.00,0.00,0.00,0,F,F,MINISTERIO DE SEGURIDAD -SEGURIDAD PROVINCIAL               ,93,4158.18,15,20866.00,DS_BASICO,BUENOS AIRES,1
884,24000.00,58,C,1,1,7,1040.00,23000.00,7,23000.00,0.00,0.00,0.00,0.00,0,F,V,,102,3045.89,12,12000.00,DS_BASICO,BUENOS AIRES,1
885,77000.00,25,U,0,0,0,0.00,0.00,-1,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,7813.62,9,39200.00,DS_REFINANCIACION,CHUBUT,0
886,73000.00,70,B,0,0,0,0.00,0.00,-1,0.00,0.00,0.00,0.00,0.00,0,0,0,0,13,6976.45,9,35000.00,DS_REFINANCIACION,BUENOS AIRES,0
887,40184.00,39,B,1,1,0,1180.00,15424.00,5,15424.00,0.00,0.00,0.00,0.00,0,F,F,MUNICIPALIDAD DE HURLINGHAM                                 ,58,3768.34,12,20000.00,DS_SUCURSAL_ORO,BUENOS AIRES,0
888,56231.00,38,T,1,1,2,31079.00,616000.00,5,616000.00,0.00,0.00,0.00,0.00,0,F,F,SUPERIOR GOBIERNO DE LA PCIA DE TUCUMAN                     ,0,5188.06,6,20000.00,DS_SUCURSAL_ORO,TUCUMAN,0
889,36000.00,45,T,1,1,0,17342.00,314000.00,5,314000.00,0.00,0.00,0.00,0.00,0,F,F,SUPERIOR GOBIERNO DE LA PCIA DE TUCUMAN                     ,0,3582.84,12,20000.00,DS_SUCURSAL_ORO,TUCUMAN,0
890,37400.00,48,T,0,-1,0,0.00,0.00,5,0.00,0.00,0.00,0.00,0.00,1,F,F,SUPERIOR GOBIERNO DE LA PCIA DE TUCUMAN                     ,107,3657.38,15,15000.00,DS_BASICO,TUCUMAN,1
891,60000.00,26,W,1,1,1,4267.00,111000.00,5,111000.00,0.00,0.00,0.00,0.00,0,F,F,GENDARMERIA NACIONAL                                        ,1,8986.00,13,40000.00,DS_BASICO,CORRIENTES,0
892,38814.00,40,B,1,1,2,15132.00,296488.00,4,296488.00,0.00,0.00,0.00,0.00,0,F,F,MINISTERIO DE SEGURIDAD -SEGURIDAD PROVINCIAL               ,74,4962.20,15,30000.00,DS_SUCURSAL_ORO,BUENOS AIRES,0
893,55897.60,56,T,1,1,3,39941.00,857000.00,4,857000.00,0.00,0.00,0.00,0.00,1,F,F,SUPERIOR GOBIERNO DE LA PCIA DE TUCUMAN                     ,53,5235.56,9,25600.00,DS_SUCURSAL_ORO,TUCUMAN,0
894,46000.00,40,T,1,1,0,39911.00,671000.00,5,671000.00,0.00,0.00,0.00,0.00,1,F,F,SUPERIOR GOBIERNO DE LA PCIA DE TUCUMAN                     ,58,3638.95,15,22000.00,DS_SUCURSAL_ORO,TUCUMAN,0
895,46244.00,54,N,1,1,1,24975.00,135000.00,3,135000.00,0.00,0.00,0.00,0.00,0,F,F,CONSEJO GRAL DE EDUCACION DE LA PCIA DE MISIONES            ,102,12721.72,6,50000.00,DS_PLATA,MISIONES,1
896,57248.00,51,M,1,1,5,7267.00,108000.00,4,108000.00,0.00,0.00,0.00,0.00,0,F,F,UNIVERSIDAD NACIONAL DE CUYO                                ,117,8213.05,8,28624.00,DS_BASICO,MENDOZA,1
897,49000.00,32,X,0,0,0,0.00,0.00,-1,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,1945.18,12,11200.00,DS_REFINANCIACION,CORDOBA,0
898,73000.00,49,E,0,0,0,0.00,0.00,-1,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,5581.16,9,28000.00,DS_REFINANCIACION,ENTRE RIOS,0
899,86000.00,55,E,0,0,0,0.00,0.00,-1,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,5581.16,9,28000.00,DS_REFINANCIACION,ENTRE RIOS,0
900,86000.00,57,D,0,0,0,0.00,0.00,-1,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,4986.91,6,19600.00,DS_REFINANCIACION,SAN LUIS,0
901,60000.00,34,C,1,5,7,1771.00,34000.00,7,0.00,0.00,0.00,0.00,34000.00,1,F,F,,121,4889.15,6,15000.00,DS_BASICO,CAPITAL FEDERAL,1
902,105000.00,47,B,0,0,0,0.00,0.00,-1,0.00,0.00,0.00,0.00,0.00,0,0,0,0,117,7124.16,6,28000.00,DS_REFINANCIACION,BUENOS AIRES,1
903,15760.00,74,B,1,1,1,2854.00,20000.00,6,20000.00,0.00,0.00,0.00,0.00,0,F,V,,0,4392.76,15,24000.00,DS_SUCURSAL_ORO,BUENOS AIRES,0
904,62484.50,34,R,1,1,1,18401.00,403000.00,3,403000.00,0.00,0.00,0.00,0.00,0,F,F,GOBIERNO DE LA PROVINCIA DE RIO NEGRO                       ,121,3657.38,15,15000.00,DS_BASICO,RIO NEGRO,1
905,82000.00,51,B,1,1,0,36259.00,673328.00,4,673328.00,0.00,0.00,0.00,0.00,0,F,F,DIRECCION GENERAL DE CULTURA Y EDUCACIONDE LA PROVINCIA DE B,0,8683.85,15,52500.00,DS_SUCURSAL_ORO,BUENOS AIRES,0
906,56870.00,40,M,1,1,6,3739.00,83000.00,5,83000.00,0.00,0.00,0.00,0.00,0,F,F,GOBIERNO PROVINCIA DE MENDOZA                               ,117,3807.36,12,15000.00,DS_BASICO,MENDOZA,1
907,39000.00,41,B,0,0,0,0.00,0.00,-1,0.00,0.00,0.00,0.00,0.00,0,0,0,0,28,9767.03,9,49000.00,DS_REFINANCIACION,BUENOS AIRES,0
908,83718.00,40,N,1,1,1,1898.00,8000.00,3,8000.00,0.00,0.00,0.00,0.00,0,F,F,POLICIA FEDERAL ARGENTINA                                   ,0,6777.12,9,34000.00,DS_PREMIUM,MISIONES,0
909,53100.00,61,G,1,1,3,8920.00,135000.00,4,135000.00,0.00,0.00,0.00,0.00,0,F,F,INSTITUTO NACIONAL DE SERVICIOS SOCIALES PARA JUBILADOS Y PE,0,8683.85,15,52500.00,DS_SUCURSAL_ORO,SANTIAGO DEL ESTERO,0
910,102000.00,42,B,0,0,0,0.00,0.00,-1,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,11720.43,9,58800.00,DS_REFINANCIACION,BUENOS AIRES,0
911,38000.00,62,T,1,1,0,7437.00,95182.00,5,95182.00,0.00,0.00,0.00,0.00,0,F,F,SUPERIOR GOBIERNO DE LA PCIA DE TUCUMAN                     ,0,3268.15,8,15000.00,DS_SUCURSAL_ORO,TUCUMAN,0
912,65000.00,73,T,1,1,0,22650.00,531000.00,5,531000.00,0.00,0.00,0.00,0.00,0,F,V,,0,14520.32,12,80000.00,DS_PREMIUM,TUCUMAN,0
913,136000.00,70,R,0,0,0,0.00,0.00,-1,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,16743.47,9,84000.00,DS_REFINANCIACION,RIO NEGRO,0
914,41189.46,62,T,1,1,0,23510.00,320362.00,5,320362.00,0.00,0.00,0.00,0.00,0,F,V,,13,5046.43,10,24000.00,DS_SUCURSAL_ORO,TUCUMAN,0
915,40000.00,34,A,1,1,2,1661.00,19000.00,4,19000.00,0.00,0.00,0.00,0.00,0,F,F,MINISTERIO DE SALUD                                         ,89,8683.85,15,52500.00,DS_SUCURSAL_ORO,SALTA,0
916,37000.00,35,B,0,0,0,0.00,0.00,-1,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,11162.32,9,56000.00,DS_REFINANCIACION,BUENOS AIRES,0
917,16200.00,61,T,1,1,0,3304.00,44000.00,6,44000.00,0.00,0.00,0.00,0.00,0,F,V,,0,1959.09,12,10000.00,DS_SUCURSAL_ORO,TUCUMAN,0
918,60045.00,51,Y,1,1,2,26058.00,301000.00,4,301000.00,0.00,0.00,0.00,0.00,0,F,F,CONTADURIA DE LA PROVINCIA                                  ,58,8683.83,12,50000.00,DS_PREMIUM,JUJUY,0
919,33000.00,66,X,0,0,0,0.00,0.00,-1,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,1702.03,12,9800.00,DS_REFINANCIACION,CORDOBA,0
920,48092.00,22,B,1,1,4,3347.00,72000.00,4,72000.00,0.00,0.00,0.00,0.00,0,F,F,PREFECTURA NAVAL ARGENTINA                                  ,0,8757.73,15,50000.00,DS_SUCURSAL_ORO,BUENOS AIRES,0
921,54000.00,46,W,0,0,0,0.00,0.00,-1,0.00,0.00,0.00,0.00,0.00,0,0,0,0,28,11113.69,6,43680.00,DS_REFINANCIACION,CORRIENTES,0
922,32000.00,34,B,0,0,0,0.00,0.00,-1,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,3562.08,6,14000.00,DS_REFINANCIACION,BUENOS AIRES,0
923,74000.00,64,B,0,0,0,0.00,0.00,-1,0.00,0.00,0.00,0.00,0.00,0,0,0,0,74,6867.63,14,42000.00,DS_REFINANCIACION,BUENOS AIRES,0
924,58000.00,42,B,0,0,0,0.00,0.00,-1,0.00,0.00,0.00,0.00,0.00,0,0,0,0,28,7124.16,6,28000.00,DS_REFINANCIACION,BUENOS AIRES,0
925,52359.00,61,A,1,1,0,12622.00,140000.00,4,140000.00,0.00,0.00,0.00,0.00,0,F,F,MINISTERIO DE SALUD                                         ,0,8683.85,15,52500.00,DS_SUCURSAL_ORO,SALTA,0
926,56245.00,36,B,1,1,5,25121.00,326000.00,5,326000.00,0.00,0.00,0.00,0.00,0,F,F,GENDARMERIA NACIONAL                                        ,84,8683.85,15,52500.00,DS_SUCURSAL_ORO,BUENOS AIRES,0
927,24000.00,42,B,0,0,0,0.00,0.00,-1,0.00,0.00,0.00,0.00,0.00,0,0,0,0,28,6078.68,12,35000.00,DS_REFINANCIACION,CAPITAL FEDERAL,0
928,44400.00,24,N,1,1,3,9658.00,110000.00,4,110000.00,0.00,0.00,0.00,0.00,0,F,F,MINISTERIO DE COORDINACION GENERAL DE GABINETE,58,3503.09,15,20000.00,DS_SUCURSAL_ORO,MISIONES,0
929,37200.00,60,B,0,0,0,0.00,0.00,-1,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,6078.68,12,35000.00,DS_REFINANCIACION,BUENOS AIRES,0
930,35000.00,49,A,1,1,3,12921.00,121000.00,6,121000.00,0.00,0.00,0.00,0.00,0,F,F,PROVINCIA DE SALTA                                          ,0,8270.34,15,50000.00,DS_SUCURSAL_ORO,SALTA,0
931,34208.91,44,B,1,1,0,3998.00,93000.00,5,93000.00,0.00,0.00,0.00,0.00,0,F,F,DIRECCION GENERAL DE CULTURA Y EDUCACIONDE LA PROVINCIA DE B,89,9357.52,12,53879.00,DS_PLATA,BUENOS AIRES,0
932,37725.00,28,A,1,5,0,13121.00,208000.00,5,201000.00,0.00,0.00,0.00,7000.00,0,F,F,PROVINCIA DE SALTA                                          ,58,3587.05,15,18000.00,DS_BASICO,SALTA,0
933,46000.00,42,B,0,0,0,0.00,0.00,-1,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,6976.45,9,35000.00,DS_REFINANCIACION,BUENOS AIRES,0
934,24885.00,28,B,1,1,10,6653.00,106658.00,5,106658.00,0.00,0.00,0.00,0.00,0,F,F,MUNICIPALIDAD DE LOBOS                                      ,74,4576.61,15,26129.00,DS_SUCURSAL_ORO,BUENOS AIRES,0
935,54600.00,45,Q,0,0,0,0.00,0.00,-1,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,12504.71,12,72000.00,DS_REFINANCIACION,NEUQUEN,0
936,41434.00,50,B,1,1,1,23700.00,341265.00,4,341265.00,0.00,0.00,0.00,0.00,0,F,F,VAZQUEZ IRMA ANGELICA,0,7782.09,6,30000.00,DS_SUCURSAL_ORO,BUENOS AIRES,0
937,85390.00,53,A,1,1,2,41746.00,849000.00,5,849000.00,0.00,0.00,0.00,0.00,0,F,F,PROVINCIA DE SALTA                                          ,89,15946.17,9,80000.00,DS_PREMIUM,SALTA,0
938,25000.00,40,B,0,0,0,0.00,0.00,-1,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,6516.34,12,37520.00,DS_REFINANCIACION,BUENOS AIRES,0
939,102000.00,40,Q,0,0,0,0.00,0.00,-1,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,7633.03,6,30000.00,DS_REFINANCIACION,NEUQUEN,0
940,78000.00,29,T,0,0,0,0.00,0.00,-1,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,9973.83,6,39200.00,DS_REFINANCIACION,TUCUMAN,0
941,79000.00,44,U,0,-1,0,0.00,0.00,4,0.00,0.00,0.00,0.00,0.00,0,F,F,MINISTERIO DE EDUCACION DE LA PROVINCIA DEL CHUBUT          ,1,8033.70,6,30000.00,DS_SUCURSAL_PLATA,CHUBUT,0
942,108841.00,28,B,1,5,9,12768.00,209000.00,5,201000.00,0.00,0.00,0.00,8000.00,0,F,F,ESTADO MAYOR GENERAL DE LA ARMADA                           ,93,2989.20,15,15000.00,DS_BASICO,BUENOS AIRES,1
943,75000.00,50,B,1,1,2,25112.00,292558.00,4,292558.00,0.00,0.00,0.00,0.00,0,F,F,DIRECCION GENERAL DE CULTURA Y EDUCACIONDE LA PROVINCIA DE B,28,10570.47,8,40000.00,DS_BASICO,BUENOS AIRES,0
944,31000.00,34,X,1,5,3,8504.00,199000.00,4,188000.00,0.00,0.00,0.00,11000.00,2,F,F,COMUNA DE SAN JOSE DE LA ESQUINA                            ,89,2538.24,12,10000.00,DS_BASICO,SANTA FE,0
945,74529.00,41,X,1,1,8,2000.00,20000.00,3,20000.00,0.00,0.00,0.00,0.00,0,F,F,UNIVERSIDAD NACIONAL DE CORDOBA                             ,28,7633.03,6,30000.00,DS_PREMIUM,CORDOBA,0
946,36850.00,33,T,1,1,2,11538.00,249000.00,6,249000.00,0.00,0.00,0.00,0.00,1,F,F,SUPERIOR GOBIERNO DE LA PCIA DE TUCUMAN                     ,84,4670.37,12,18400.00,DS_BASICO,TUCUMAN,0
947,26000.00,43,B,0,0,0,0.00,0.00,-1,0.00,0.00,0.00,0.00,0.00,0,0,0,0,89,4862.94,12,28000.00,DS_REFINANCIACION,BUENOS AIRES,0
948,62609.15,29,C,1,1,1,950.00,21000.00,4,21000.00,0.00,0.00,0.00,0.00,0,F,F,GOBIERNO DE LA CIUDAD DE BUENOS AIRES                       ,28,6025.28,6,22500.00,DS_SUCURSAL_ORO,BUENOS AIRES,0
949,44635.00,46,B,1,1,7,45.00,1000.00,5,1000.00,0.00,0.00,0.00,0.00,0,F,F,MINISTERIO DE SEGURIDAD -SEGURIDAD PROVINCIAL               ,89,6695.12,15,30706.00,DS_BASICO,BUENOS AIRES,0
950,19456.00,27,Y,1,1,2,9117.00,100000.00,5,100000.00,0.00,0.00,0.00,0.00,0,F,F,CONTADURIA DE LA PROVINCIA                                  ,84,2556.53,15,15456.00,DS_SUCURSAL_ORO,JUJUY,0
951,89297.81,47,U,1,1,1,2500.00,25000.00,3,25000.00,0.00,0.00,0.00,0.00,0,F,F,SOCIEDAD COOPERATIVA POPULAR LIMITADA                       ,32,12773.26,15,80000.00,DS_PREMIUM,CHUBUT,0
952,47045.00,39,M,1,1,0,7645.00,169000.00,5,169000.00,0.00,0.00,0.00,0.00,0,F,F,GOBIERNO PROVINCIA DE MENDOZA                               ,89,2438.25,15,10000.00,DS_BASICO,MENDOZA,0
953,14515.00,63,M,1,1,3,470.00,9000.00,7,9000.00,0.00,0.00,0.00,0.00,0,F,V,,74,4310.00,12,22000.00,DS_SUCURSAL_ORO,MENDOZA,0
954,38000.00,42,T,1,1,0,2359.00,34000.00,6,34000.00,0.00,0.00,0.00,0.00,0,F,F,SUPERIOR GOBIERNO DE LA PCIA DE TUCUMAN                     ,0,9705.04,10,50000.00,DS_SUCURSAL_ORO,TUCUMAN,0
955,28552.00,70,M,1,1,13,13733.00,231000.00,6,231000.00,0.00,0.00,0.00,0.00,0,F,V,,84,3396.33,15,18556.00,DS_SUCURSAL_ORO,MENDOZA,0
956,54000.00,37,U,0,0,0,0.00,0.00,-1,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,12283.25,14,75120.00,DS_REFINANCIACION,CHUBUT,0
957,25000.00,69,T,1,1,1,7057.00,156000.00,6,156000.00,0.00,0.00,0.00,0.00,0,F,V,,74,4701.82,12,24000.00,DS_SUCURSAL_ORO,TUCUMAN,0
958,102907.00,55,P,1,1,5,75780.00,1142000.00,2,1142000.00,0.00,0.00,0.00,0.00,0,F,F,PODER JUDICIAL CONSEJO DE LA MAGISTRATURA                   ,32,12773.26,15,80000.00,DS_PREMIUM,FORMOSA,0
959,53000.00,37,N,0,0,0,0.00,0.00,-1,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,10101.04,6,39700.00,DS_REFINANCIACION,MISIONES,0
960,84936.00,28,C,1,1,7,5550.00,127000.00,3,127000.00,0.00,0.00,0.00,0.00,0,V,F,RADIO Y TELEVISION ARGENTINA S.E.,89,8757.73,15,50000.00,DS_SUCURSAL_ORO,BUENOS AIRES,0
961,60000.00,37,B,0,0,0,0.00,0.00,-1,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,16924.57,15,106000.00,DS_REFINANCIACION,BUENOS AIRES,0
962,60000.00,37,B,0,0,0,0.00,0.00,-1,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,6540.60,14,40000.00,DS_REFINANCIACION,BUENOS AIRES,0
963,35000.00,63,T,1,1,0,18456.00,408000.00,6,408000.00,0.00,0.00,0.00,0.00,0,F,V,,13,4701.82,12,24000.00,DS_SUCURSAL_ORO,TUCUMAN,0
964,14600.00,72,B,1,1,1,1081.00,25000.00,7,25000.00,0.00,0.00,0.00,0.00,0,F,V,,84,3545.59,15,15300.00,DS_SUCURSAL_ORO,BUENOS AIRES,0
965,33335.00,67,N,1,1,1,20104.00,283000.00,4,283000.00,0.00,0.00,0.00,0.00,1,F,V,,74,4701.82,12,24000.00,DS_SUCURSAL_ORO,MISIONES,0
966,30200.00,37,N,1,1,0,10954.00,220000.00,4,220000.00,0.00,0.00,0.00,0.00,0,F,F,MUNICIPALIDAD DE PUERTO RICO                                ,58,6019.98,15,36395.00,DS_SUCURSAL_ORO,MISIONES,0
967,68518.00,45,B,1,1,1,18674.00,145947.00,4,145947.00,0.00,0.00,0.00,0.00,0,F,F,MINISTERIO DE SALUD PCIA DE BS AS                           ,0,13894.12,12,80000.00,DS_PREMIUM,CAPITAL FEDERAL,0
968,144000.00,43,S,0,0,0,0.00,0.00,-1,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,11162.32,9,56000.00,DS_REFINANCIACION,SANTA FE,0
969,227000.00,49,V,0,0,0,0.00,0.00,-1,0.00,0.00,0.00,0.00,0.00,0,0,0,0,89,15266.06,6,60000.00,DS_REFINANCIACION,TIERRA DEL FUEGO,0
970,27500.00,33,X,1,1,1,6883.00,106481.00,4,106481.00,0.00,0.00,0.00,0.00,0,F,F,FUERZA AEREA ARGENTINA                                      ,89,4904.33,15,28000.00,DS_SUCURSAL_ORO,CORDOBA,0
971,34000.00,41,B,0,0,0,0.00,0.00,-1,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,3473.53,12,20000.00,DS_REFINANCIACION,BUENOS AIRES,0
972,15934.00,41,B,0,-1,4,0.00,0.00,6,0.00,0.00,0.00,0.00,0.00,0,F,V,,0,3170.75,14,17000.00,DS_SUCURSAL_PLATA,BUENOS AIRES,0
973,45030.00,51,M,1,1,4,3600.00,36000.00,7,36000.00,0.00,0.00,0.00,0.00,0,F,V,,84,4612.40,15,25200.00,DS_SUCURSAL_ORO,MENDOZA,0
974,27000.00,54,B,0,0,0,0.00,0.00,-1,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,4905.45,14,30000.00,DS_REFINANCIACION,BUENOS AIRES,0
975,17000.00,57,T,1,1,0,5567.00,159000.00,6,159000.00,0.00,0.00,0.00,0.00,1,F,V,,74,1449.73,12,7400.00,DS_SUCURSAL_ORO,TUCUMAN,0
976,33000.00,35,B,0,0,0,0.00,0.00,-1,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,3816.52,6,15000.00,DS_REFINANCIACION,BUENOS AIRES,0
977,138000.00,63,C,0,0,0,0.00,0.00,-1,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,13081.20,14,80000.00,DS_REFINANCIACION,BUENOS AIRES,0
978,41532.00,43,A,1,1,2,13559.00,284000.00,6,284000.00,0.00,0.00,0.00,0.00,0,F,F,PROVINCIA DE SALTA                                          ,0,8957.10,12,50000.00,DS_SUCURSAL_ORO,SALTA,0
979,33218.00,44,M,1,1,3,2854.00,58000.00,6,58000.00,0.00,0.00,0.00,0.00,0,F,V,,74,6057.12,12,25000.00,DS_SUCURSAL_ORO,MENDOZA,0
980,42852.00,24,B,1,1,1,12943.00,135000.00,3,135000.00,0.00,0.00,0.00,0.00,0,F,F,PREFECTURA NAVAL ARGENTINA                                  ,1,8290.35,12,44000.00,DS_SUCURSAL_ORO,BUENOS AIRES,0
981,82901.00,68,B,0,-1,2,0.00,0.00,7,0.00,0.00,0.00,0.00,0.00,0,F,F,INSTITUTO DE PREVISION SOCIAL DE LA PCIA DE BS AS,0,5490.95,15,30000.00,DS_SUCURSAL_PLATA,BUENOS AIRES,0
982,60000.00,57,B,0,0,0,0.00,0.00,-1,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,6252.36,12,36000.00,DS_REFINANCIACION,BUENOS AIRES,0
983,28000.00,47,B,0,0,0,0.00,0.00,-1,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,5979.81,9,30000.00,DS_REFINANCIACION,BUENOS AIRES,0
984,19035.00,75,M,1,1,3,463.00,11000.00,6,11000.00,0.00,0.00,0.00,0.00,0,F,V,,84,4936.91,12,25200.00,DS_SUCURSAL_ORO,MENDOZA,0
985,230000.00,55,L,0,0,0,0.00,0.00,-1,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,20841.19,12,120000.00,DS_REFINANCIACION,LA PAMPA,0
986,37720.00,33,M,1,1,1,6400.00,64000.00,6,64000.00,0.00,0.00,0.00,0.00,0,F,F,GOBIERNO PROVINCIA DE MENDOZA                               ,84,7348.26,12,39000.00,DS_SUCURSAL_ORO,MENDOZA,0
987,88000.00,43,E,0,0,0,0.00,0.00,-1,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,15370.41,14,94000.00,DS_REFINANCIACION,ENTRE RIOS,0
988,130771.00,31,B,1,1,2,10675.00,121990.00,3,121990.00,0.00,0.00,0.00,0.00,0,F,F,BANCO DE LA PROVINCIA DE BUENOS AIRES                       ,89,8601.15,15,52000.00,DS_SUCURSAL_ORO,BUENOS AIRES,0
989,35000.00,41,B,0,-1,0,0.00,0.00,5,0.00,0.00,0.00,0.00,0.00,0,F,F,DIRECCION GENERAL DE CULTURA Y EDUCACIONDE LA PROVINCIA DE B,0,3503.09,15,20000.00,DS_SUCURSAL_PLATA,BUENOS AIRES,0
990,75000.00,36,B,0,0,0,0.00,0.00,-1,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,6540.60,14,40000.00,DS_REFINANCIACION,BUENOS AIRES,0
991,80945.00,48,C,1,1,2,17313.00,112797.00,3,112797.00,0.00,0.00,0.00,0.00,0,F,F,GOBIERNO DE LA CIUDAD DE BUENOS AIRES                       ,0,11449.55,6,45000.00,DS_PREMIUM,CAPITAL FEDERAL,0
992,71000.00,48,T,1,1,2,27433.00,610000.00,5,610000.00,0.00,0.00,0.00,0.00,0,F,F,SUPERIOR GOBIERNO DE LA PCIA DE TUCUMAN                     ,93,1629.72,6,5000.00,DS_BASICO,TUCUMAN,1
993,68000.00,31,P,0,0,0,0.00,0.00,-1,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,16743.47,9,84000.00,DS_REFINANCIACION,FORMOSA,0
994,45906.00,66,B,1,1,0,1525.00,17000.00,6,17000.00,0.00,0.00,0.00,0.00,0,F,V,,74,6105.44,10,22953.00,DS_BASICO,BUENOS AIRES,0
995,40000.00,29,B,0,0,0,0.00,0.00,-1,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,12609.77,6,49560.00,DS_REFINANCIACION,BUENOS AIRES,0
996,70000.00,33,X,0,0,0,0.00,0.00,-1,0.00,0.00,0.00,0.00,0.00,0,0,0,0,28,17367.65,12,100000.00,DS_REFINANCIACION,CORDOBA,0
997,70000.00,48,B,0,0,0,0.00,0.00,-1,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,20424.36,12,117600.00,DS_REFINANCIACION,BUENOS AIRES,0
998,37200.00,55,X,0,0,0,0.00,0.00,-1,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,3890.35,12,22400.00,DS_REFINANCIACION,CORDOBA,0
999,47000.00,24,J,0,0,0,0.00,0.00,-1,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,3986.54,9,20000.00,DS_REFINANCIACION,SAN JUAN,0
1000,50000.00,52,C,0,0,0,0.00,0.00,-1,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,20354.75,6,80000.00,DS_REFINANCIACION,CAPITAL FEDERAL,0
1001,30000.00,35,B,0,0,0,0.00,0.00,-1,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,3986.54,9,20000.00,DS_REFINANCIACION,BUENOS AIRES,0
1002,52000.00,46,D,0,0,0,0.00,0.00,-1,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,14588.83,12,84000.00,DS_REFINANCIACION,SAN LUIS,0
1003,63000.00,51,B,0,0,0,0.00,0.00,-1,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,3647.21,12,21000.00,DS_REFINANCIACION,BUENOS AIRES,0
1004,33515.00,34,M,1,5,2,1321.00,28000.00,5,27000.00,0.00,0.00,0.00,1000.00,0,F,F,GOBIERNO PROVINCIA DE MENDOZA                               ,58,3541.85,12,16757.00,DS_BASICO,MENDOZA,0
1005,94000.00,48,B,0,0,0,0.00,0.00,-1,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,15946.17,9,80000.00,DS_REFINANCIACION,BUENOS AIRES,0
1006,60000.00,37,B,0,0,0,0.00,0.00,-1,0.00,0.00,0.00,0.00,0.00,0,0,0,0,28,14351.55,9,72000.00,DS_REFINANCIACION,BUENOS AIRES,0
1007,65271.00,70,B,1,1,1,21179.00,414310.00,6,414310.00,0.00,0.00,0.00,0.00,0,F,F,,0,4612.40,15,25200.00,DS_SUCURSAL_ORO,BUENOS AIRES,0
1008,55493.00,45,A,1,1,1,30657.00,628000.00,5,628000.00,0.00,0.00,0.00,0.00,0,F,F,PROVINCIA DE SALTA                                          ,23,8957.10,12,50000.00,DS_SUCURSAL_ORO,SALTA,0
